"정선해양관측","103-09","1978-02-24 17:20:00","130.6217","36.505","0","125","","34.01","1","11.45","1","","","","","",""
"정선해양관측","103-09","1978-02-24 17:20:00","130.6217","36.505","0","150","","34.05","1","11.3","1","","","","","",""
"정선해양관측","103-09","1978-02-24 17:20:00","130.6217","36.505","0","200","","34.02","1","11.1","1","","","","","",""
"정선해양관측","103-09","1978-02-24 17:20:00","130.6217","36.505","0","250","","34.04","1","10.6","1","","","","","",""
"정선해양관측","103-09","1978-02-24 17:20:00","130.6217","36.505","0","300","","34.01","1","6.21","1","","","","","",""
"정선해양관측","103-09","1978-02-24 17:20:00","130.6217","36.505","0","400","","33.91","1","3.7","1","","","","","",""
"정선해양관측","103-09","1978-02-24 17:20:00","130.6217","36.505","0","500","","34.02","1","1.99","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","0","","34.42","1","11.14","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","10","","34.38","1","11.25","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","20","","34.32","1","11.29","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","30","","34.24","1","11.2","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","50","","34.24","1","11.11","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","75","","34.26","1","10.85","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","100","","34.27","1","10.51","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","125","","34.26","1","10.05","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","150","","34.16","1","9.88","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","200","","34.12","1","8.4","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","250","","34.07","1","5.05","1","","","","","",""
"정선해양관측","103-09","1978-03-23 19:50:00","130.6217","36.505","0","300","","34","1","2.24","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","0","","34.34","1","11.4","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","10","","34.43","1","11","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","20","","34.39","1","12.08","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","30","","34.3","1","11.45","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","50","","34.33","1","11.31","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","75","","34.34","1","11.29","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","100","","34.34","1","11.07","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","125","","34.34","1","11.23","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","150","","34.34","1","11.19","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","200","","34.34","1","10.92","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","250","","34.16","1","4.21","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","300","","33.86","1","1.7","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","400","","33.89","1","1.13","1","","","","","",""
"정선해양관측","103-09","1978-04-13 01:00:00","130.6217","36.505","0","500","","33.9","1","0.93","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","0","","34.48","1","15.32","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","10","","34.47","1","14.7","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","20","","34.44","1","13.95","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","30","","34.45","1","13.33","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","50","","34.36","1","10.9","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","75","","34.33","1","9.94","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","100","","34.2","1","9.6","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","125","","34.17","1","7.4","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","150","","34.03","1","6.38","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","200","","34.03","1","2.61","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","250","","34.01","1","1.48","1","","","","","",""
"정선해양관측","103-09","1978-05-13 19:50:00","130.6217","36.505","0","300","","34.03","1","1.02","1","","","","","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","0","","34.23","1","18.7","1","5.25","1","0.09","1","16","2"
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","10","","34.27","1","18.57","1","5.22","1","0.09","1","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","20","","34.27","1","18.4","1","5.12","1","0.14","1","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","30","","34.39","1","15.5","1","5.05","1","0.14","1","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","50","","34.4","1","15.15","1","","","0.5","1","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","75","","34.45","1","14.69","1","","","","","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","100","","34.42","1","12.91","1","5.49","1","0.32","1","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","125","","34.32","1","12.41","1","","","","","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","150","","34.15","1","11.02","1","5.61","1","","","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","200","","33.89","1","6.8","1","5.11","1","","","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","250","","33.78","1","2.95","1","","","","","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","300","","33.76","1","1.58","1","5.01","1","","","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","400","","33.82","1","1.25","1","","","","","",""
"정선해양관측","103-09","1978-06-15 08:00:00","130.6217","36.505","0","500","","33.86","1","0.83","1","5.01","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","0","","33.43","1","12.57","1","5.01","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","10","","33.45","1","14.45","1","4.79","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","20","","33.47","1","14","1","","","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","30","","33.98","1","13.4","1","5.22","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","50","","34.02","1","12.81","1","5.21","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","100","","34.25","1","12.1","1","5.03","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","150","","34.3","1","12.35","1","5.52","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","200","","34.32","1","11.9","1","5.5","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","300","","34.22","1","6.32","1","5.47","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","400","","34.21","1","2.01","1","5.31","1","","","",""
"정선해양관측","103-09","1978-07-08 20:20:00","130.6217","36.505","0","500","","34.21","1","0.88","1","5.12","1","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","0","","33.42","1","27","1","4.41","1","0.2","1","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","10","","33.29","1","26.83","1","4.35","1","0.05","1","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","20","","33.46","1","26.3","1","4.31","1","0.05","1","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","30","","33.97","1","22.6","1","5.02","1","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","50","","34.01","1","19.06","1","4.02","1","0.16","1","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","75","","34.25","1","16.6","1","","","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","100","","34.29","1","15.79","1","","","0.64","1","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","125","","34.4","1","15.73","1","","","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","150","","34.49","1","14.68","1","","","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","200","","34.33","1","8.7","1","5.2","1","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","250","","34.18","1","3.94","1","","","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","300","","34.28","1","1.73","1","5.12","1","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","400","","34.18","1","0.94","1","4.85","1","","","",""
"정선해양관측","103-09","1978-08-13 03:00:00","130.6217","36.505","0","500","","34.18","1","0.7","1","5.05","1","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","0","","33.96","1","21.43","1","","","","","19","2"
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","10","","34.08","1","22.05","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","20","","34.11","1","21.92","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","30","","34.11","1","21","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","50","","34.13","1","20.9","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","75","","34.38","1","17.2","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","100","","34.34","1","15.89","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","125","","34.34","1","15.45","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","150","","34.43","1","13.2","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","200","","34.29","1","8.98","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","250","","34.17","1","3.68","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","300","","34.16","1","2.99","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","400","","34.09","1","1.45","1","","","","","",""
"정선해양관측","103-09","1978-10-18 16:45:00","130.6217","36.505","0","500","","34.1","1","0.92","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","0","","34.3","1","16.98","1","","","","","17","2"
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","10","","34.27","1","16.96","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","20","","34.27","1","17.1","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","30","","34.3","1","16.94","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","50","","34.26","1","16.82","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","75","","34.26","1","16.54","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","100","","34.24","1","16.19","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","125","","34.22","1","16","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","150","","34.48","1","15.7","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","200","","34.42","1","12.6","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","250","","34.15","1","4.6","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","300","","34.07","1","2.52","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","400","","34.05","1","1.91","1","","","","","",""
"정선해양관측","103-09","1978-12-08 14:40:00","130.6217","36.505","0","500","","34.05","1","0.97","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","0","","33.99","1","9.21","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","10","","33.94","1","9.69","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","20","","34.14","1","9.69","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","30","","33.92","1","9.69","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","50","","33.91","1","9.7","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","75","","33.91","1","9.65","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","100","","33.9","1","9.63","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","125","","33.87","1","9.62","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","150","","33.86","1","9.58","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","200","","33.94","1","9.59","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","250","","34.05","1","9.5","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","300","","34.05","1","6.19","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","400","","34.05","1","3.28","1","","","","","",""
"정선해양관측","103-10","1978-02-24 19:15:00","130.9267","36.505","0","500","","34.07","1","1.49","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","0","","34.43","1","10.99","1","","","","","15","2"
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","10","","34.38","1","11.13","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","20","","34.38","1","11.12","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","30","","34.39","1","11.12","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","50","","34.4","1","11.13","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","75","","34.4","1","11.09","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","100","","34.4","1","11.14","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","125","","34.4","1","11.03","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","150","","34.3","1","11.03","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","200","","34.27","1","10.63","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","250","","34.27","1","10.21","1","","","","","",""
"정선해양관측","103-10","1978-03-23 18:05:00","130.9267","36.505","0","300","","34.29","1","9.31","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","0","","34.39","1","11.98","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","10","","34.43","1","11.9","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","20","","34.39","1","11.4","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","30","","34.33","1","11.31","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","50","","34.33","1","11.3","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","75","","34.34","1","11.22","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","100","","34.33","1","11.13","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","125","","34.27","1","10.9","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","150","","34.2","1","10.46","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","200","","34.2","1","8.7","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","250","","34.07","1","2.6","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","300","","33.91","1","1.44","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","400","","33.93","1","1.15","1","","","","","",""
"정선해양관측","103-10","1978-04-12 23:15:00","130.9267","36.505","0","500","","33.93","1","0.95","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","0","","34.55","1","15.77","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","10","","34.6","1","15.43","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","20","","34.56","1","14.9","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","30","","34.6","1","14.28","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","50","","34.55","1","13.1","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","75","","34.57","1","12.71","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","100","","34.55","1","12.7","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","125","","34.47","1","11.55","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","150","","99.999","4","10.44","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","200","","34.08","1","5.49","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","250","","34","1","2.5","1","","","","","",""
"정선해양관측","103-10","1978-05-13 21:50:00","130.9267","36.505","0","300","","33.97","1","1.31","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","0","","34.33","1","18.35","1","","","","","22","2"
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","10","","34.45","1","18.26","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","20","","34.46","1","18.03","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","30","","34.5","1","16.09","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","50","","34.46","1","14.64","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","75","","34.44","1","13.6","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","100","","34.39","1","12.43","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","125","","34.25","1","11.27","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","150","","34.17","1","10.6","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","200","","33.99","1","9.66","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","250","","34","1","3.06","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","300","","33.89","1","1.84","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","400","","33.89","1","1.18","1","","","","","",""
"정선해양관측","103-10","1978-06-15 06:05:00","130.9267","36.505","0","500","","33.85","1","0.9","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","0","","33.32","1","25.44","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","10","","33.47","1","24.47","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","20","","33.8","1","23","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","30","","33.87","1","21.16","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","50","","34.22","1","18.32","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","75","","34.23","1","15.82","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","100","","34.29","1","15.75","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","125","","34.36","1","15.66","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","150","","34.38","1","14.78","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","200","","34.26","1","7.4","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","250","","34.15","1","3.54","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","300","","34.14","1","1.7","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","400","","34.19","1","0.96","1","","","","","",""
"정선해양관측","103-10","1978-08-13 01:00:00","130.9267","36.505","0","500","","34.17","1","0.77","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","0","","34.19","1","21.6","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","10","","34.2","1","22.14","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","20","","34.18","1","22.2","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","30","","34.19","1","20.22","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","50","","34.18","1","19.97","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","75","","34.18","1","16.94","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","100","","34.3","1","13.18","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","125","","34.34","1","11.06","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","150","","34.26","1","7.88","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","200","","34.27","1","6.15","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","250","","34.1","1","3.54","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","300","","34.07","1","2.8","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","400","","34.06","1","1.85","1","","","","","",""
"정선해양관측","103-10","1978-10-18 18:35:00","130.9267","36.505","0","500","","34.09","1","0.97","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","0","","34.26","1","16.83","1","","","","","14","2"
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","10","","34.27","1","16.94","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","20","","34.2","1","16.95","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","30","","34.27","1","16.96","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","50","","34.27","1","16","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","75","","34.27","1","15.6","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","100","","34.29","1","15.05","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","125","","34.27","1","14.04","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","150","","34.37","1","13.48","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","200","","34.27","1","9","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","250","","34.13","1","4.64","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","300","","34.02","1","1.7","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","400","","34.03","1","1.03","1","","","","","",""
"정선해양관측","103-10","1978-12-08 16:30:00","130.9267","36.505","0","500","","34.02","1","0.8","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","0","","34.03","1","9.85","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","10","","34","1","10.4","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","20","","34.04","1","10.2","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","30","","33.96","1","10.2","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","40","","34","1","10.1","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","75","","34.02","1","10.01","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","100","","34.04","1","9.95","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","125","","34.05","1","9.8","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","150","","34.07","1","9.8","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","200","","34.07","1","8.7","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","250","","34.05","1","8.2","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","300","","34.01","1","5.47","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","400","","33.94","1","2.99","1","","","","","",""
"정선해양관측","103-11","1978-02-24 21:10:00","131.233","36.505","0","500","","34.07","1","1.4","1","","","","","",""
"정선해양관측","103-11","1978-03-23 16:05:00","131.233","36.505","0","0","","34.44","1","11.61","1","","","","","15","2"
"정선해양관측","103-11","1978-03-23 16:05:00","131.233","36.505","0","10","","34.42","1","11.58","1","","","","","",""
"정선해양관측","103-11","1978-03-23 16:05:00","131.233","36.505","0","20","","34.48","1","11.5","1","","","","","",""
"정선해양관측","103-11","1978-03-23 16:05:00","131.233","36.505","0","30","","34.48","1","11.51","1","","","","","",""
"정선해양관측","103-11","1978-03-23 16:05:00","131.233","36.505","0","50","","34.47","1","11.32","1","","","","","",""
